image_id,preprocess_ms,forward_ms,post_ms,total_ms
139,21.034210920333862,3536.092359572649,2.5321394205093384,3577.1205741912127
285,15.24922251701355,3535.108393058181,2.511102706193924,3562.9696678370237
632,13.679591938853264,3529.0794502943754,2.327827736735344,3551.313128322363
724,11.964481323957443,3517.0289669185877,2.2431761026382446,3535.4434363543987
776,13.776887208223343,3540.902581065893,2.3124441504478455,3563.29875998199
