image_id,preprocess_ms,forward_ms,post_ms,total_ms
5600,3.45,1669.8,0.23,1676.36
5992,3.62,1565.94,0.2,1573.22
6012,4.05,1590.69,0.26,1598.55
6040,3.62,2325.97,0.26,2332.85
6213,4.61,1734.74,0.23,1742.61
6460,3.73,1440.54,0.18,1447.19
6471,3.0,2064.98,0.25,2070.43
6614,3.1,1723.27,0.27,1728.52
6723,3.98,1669.22,0.22,1676.96
6763,3.35,1566.72,0.18,1572.58
6771,3.63,1434.44,0.2,1441.27
6818,4.18,1501.88,0.21,1508.83
6894,3.97,1793.21,0.2,1800.48
6954,3.82,1861.37,0.2,1869.58
7088,3.93,1535.94,0.21,1544.18
7108,3.65,1435.32,0.25,1442.36
7278,4.86,1539.05,0.32,1548.91
7281,3.66,1602.61,0.22,1609.2
7386,3.47,1632.22,0.23,1639.19
7511,4.37,2325.66,0.23,2333.48
7574,3.87,1442.08,0.24,1449.55
7784,3.19,1636.81,0.19,1642.25
7795,3.56,1474.7,0.31,1481.66
7816,3.99,1542.02,0.22,1549.47
7818,3.62,1931.67,0.24,1938.17
7888,4.85,1996.91,0.39,2004.82
7977,4.68,1467.67,0.2,1476.52
7991,3.32,1466.35,0.19,1473.32
8021,3.77,1504.76,0.22,1512.37
8211,3.69,1572.01,0.34,1580.2
8277,4.99,1441.1,0.2,1450.18
8532,3.56,1867.51,0.22,1874.0
8629,4.58,1509.51,0.21,1518.46
8690,3.91,1472.38,0.21,1480.7
8762,3.57,1472.17,0.21,1478.08
8844,3.6,2107.25,0.22,2113.7
8899,4.22,1439.47,0.22,1448.6
9378,3.38,1739.28,0.2,1745.28
9400,3.81,1969.6,0.23,1976.58
9448,5.26,1639.64,0.21,1650.41
9483,4.89,1638.52,0.18,1647.17
9590,3.59,2273.64,0.22,2280.57
9769,4.28,1708.94,0.21,1718.37
9772,4.4,1512.77,0.18,1521.58
9891,3.75,1609.51,0.18,1616.4
9914,3.92,1611.95,0.17,1619.54
10092,3.57,1971.82,0.22,1978.65
10363,3.32,2241.56,0.21,2247.54
10583,4.57,1540.44,0.16,1549.23
10707,3.82,1679.74,0.19,1686.78
10764,3.64,1608.38,0.21,1615.66
10977,3.02,1777.47,0.2,1782.54
10995,3.8,1877.86,0.21,1884.4
11051,4.13,1442.31,0.17,1449.44
11122,3.77,1907.89,0.2,1915.98
11149,3.02,1778.46,0.2,1784.51
11197,4.0,1607.12,0.17,1614.56
11511,3.77,1611.59,0.17,1618.82
11615,3.92,1512.98,0.18,1519.98
11699,4.06,1611.51,0.18,1619.57
11760,4.06,1737.35,0.18,1745.64
11813,3.02,1981.6,0.21,1986.83
12062,3.68,1576.77,0.16,1584.54
12120,3.57,1780.08,0.2,1786.75
12280,3.9,1716.13,0.27,1723.65
12576,4.32,1445.64,0.2,1454.51
12639,3.89,1576.99,0.16,1585.28
12667,3.76,1450.03,0.32,1456.62
12670,4.06,1544.59,0.22,1552.27
