idx,preprocess_ms,forward_ms,post_ms
0,14.141395568847656,648.4486694335938,0.7996447086334229
1,8.974721908569336,709.8397827148438,0.77918541431427
2,7.794484615325928,630.2463989257812,0.7326584458351135
3,6.731318473815918,628.1410522460938,0.7316544651985168
4,7.816795349121094,643.7569580078125,0.7357560396194458
5,7.274128437042236,631.9525146484375,0.7906668186187744
6,10.291203498840332,660.0889892578125,0.7685757875442505
7,8.887683868408203,630.8643188476562,0.7755011320114136
8,7.145959854125977,633.5079956054688,0.7395520806312561
9,7.686302185058594,645.1776123046875,0.735156238079071
10,7.0878753662109375,642.2868041992188,0.7509756684303284
11,7.64210319519043,625.744140625,0.7346868515014648
12,6.652265548706055,645.2299194335938,0.7493757009506226
13,8.361249923706055,643.0554809570312,0.7394328713417053
14,6.370423316955566,643.7015380859375,0.7981285452842712
15,7.236994743347168,642.5184326171875,0.743092954158783
16,8.252622604370117,628.8943481445312,0.724589467048645
17,8.526721954345703,630.196044921875,0.767642617225647
18,7.732818126678467,629.1593017578125,0.717258095741272
19,7.739227294921875,627.6328125,0.719714879989624
20,6.927456855773926,659.2188110351562,0.73906409740448
21,7.270166873931885,626.462646484375,0.7461644411087036
22,7.46158504486084,627.9816284179688,0.7263514995574951
23,7.195614337921143,640.9302368164062,0.7337517738342285
24,7.472740650177002,629.5677490234375,0.7798038721084595
25,9.380830764770508,625.6167602539062,0.7185265421867371
26,6.944785118103027,642.3790893554688,0.7668119072914124
27,5.968537330627441,626.1875,0.7046051025390625
28,7.891194820404053,675.3826293945312,0.8270777463912964
29,7.252562999725342,626.4002685546875,0.7439441680908203
30,7.881622791290283,626.6707153320312,0.7154363989830017
31,6.207449436187744,625.6110229492188,0.72939133644104
32,6.462440013885498,656.083740234375,0.7345043420791626
33,8.215446472167969,658.086669921875,0.7545686960220337
34,6.300944805145264,641.2744140625,0.7422454357147217
35,7.832095146179199,643.4171752929688,0.7222387790679932
36,6.513187885284424,645.2798461914062,0.7366836071014404
37,8.700708389282227,643.2554931640625,0.803742527961731
38,9.171979904174805,641.1982421875,0.7334761619567871
39,5.477631568908691,626.3699951171875,0.7389914393424988
40,6.283281326293945,625.4217529296875,0.7121973037719727
41,6.540668964385986,625.4345092773438,0.7240437269210815
42,6.930174350738525,659.3391723632812,0.7822979092597961
43,7.736649513244629,627.0463256835938,0.7387138605117798
44,6.301135063171387,642.4962768554688,0.7333886027336121
45,9.01524543762207,671.9000854492188,0.7700119018554688
