image_id,preprocess_ms,forward_ms,post_ms,total_ms
53529,3.44,1811.72,0.15,1817.59
53624,4.3,1894.0,0.15,1902.38
53626,4.52,2017.31,0.15,2025.68
53909,4.49,1933.53,0.14,1941.81
53994,4.46,1892.8,0.16,1901.25
54123,4.18,2146.02,0.16,2154.69
54164,4.74,2554.55,0.16,2562.42
54592,4.14,1896.2,0.15,1903.0
54593,4.1,2092.12,0.14,2100.66
54605,4.99,1849.35,0.15,1858.08
54628,3.68,1979.95,0.14,1986.54
54654,4.3,2095.74,0.15,2103.72
54931,4.28,2180.58,0.16,2188.7
54967,4.3,2170.88,0.15,2178.39
55002,3.54,1809.59,0.21,1815.99
55022,5.04,2099.17,0.16,2108.26
55072,4.17,2101.44,0.18,2109.49
55150,5.16,1891.64,0.16,1900.93
55167,3.84,1887.3,0.15,1894.89
55299,4.17,2009.89,0.15,2017.14
55528,4.32,1857.35,0.17,1864.87
55950,4.51,2094.93,0.17,2103.03
56127,4.86,2019.88,0.16,2029.56
56288,4.41,1853.68,0.15,1861.72
56344,4.4,1843.28,0.15,1850.58
56350,4.97,1972.98,0.15,1981.65
56545,4.67,1892.49,0.15,1901.11
