image_id,preprocess_ms,forward_ms,post_ms,total_ms
15497,6.02,2236.48,5.39,2250.56
15517,6.07,1882.56,4.69,1897.21
15597,6.18,2068.33,5.0,2082.79
15660,5.26,1930.68,4.7,1943.49
15746,6.31,2007.44,4.86,2022.21
15751,5.49,1908.72,4.67,1921.54
15956,6.5,1891.51,4.68,1906.66
16010,5.97,1855.19,4.62,1869.46
16228,6.36,1900.81,4.63,1915.18
16249,4.96,2050.14,5.0,2062.46
16439,6.0,2198.21,5.31,2212.4
16451,7.51,1932.86,4.66,1949.42
16502,5.21,2110.04,5.22,2122.74
16598,6.51,1976.92,4.77,1992.33
16958,5.55,1849.29,4.44,1862.47
17029,7.68,2114.53,5.22,2132.86
17031,4.84,1805.89,4.39,1817.33
17115,6.32,1851.16,4.48,1866.9
17178,5.64,2024.59,4.87,2038.56
17182,5.69,2104.19,5.09,2117.8
17207,6.08,2404.77,5.74,2419.73
17379,6.52,1936.39,4.66,1951.49
17436,6.29,2024.63,4.91,2039.18
17627,6.16,1935.42,4.66,1950.11
17714,6.07,2021.49,4.86,2035.94
17899,6.92,1869.33,4.48,1885.37
17905,6.5,1816.04,4.38,1830.77
17959,5.51,1811.91,4.39,1824.8
18150,6.71,1942.18,4.67,1957.52
18193,5.97,1815.05,4.39,1828.47
18380,5.62,1910.15,4.6,1924.64
18491,6.05,1900.67,4.63,1914.79
18519,6.86,2108.78,5.1,2124.43
18575,6.08,1983.76,4.81,1998.01
18737,5.74,1968.89,4.78,1982.8
18770,5.73,1821.19,4.51,1833.98
18833,6.21,1891.96,4.57,1905.89
18837,6.01,2140.95,5.18,2156.06
19042,5.35,2016.06,4.86,2029.57
19109,5.58,1841.49,4.47,1855.72
19221,5.9,2185.36,5.28,2199.32
19402,6.18,1802.16,4.35,1816.41
19432,5.92,2304.58,5.6,2319.92
19742,5.41,1819.22,4.41,1831.25
19786,5.11,1924.66,4.67,1936.44
19924,5.51,2302.9,5.59,2316.27
20059,5.8,2178.36,5.39,2193.28
20107,5.58,2094.45,5.07,2107.36
20247,5.86,2089.58,5.06,2103.79
20333,5.99,1804.71,4.35,1817.81
20553,4.83,1934.77,4.69,1946.93
20571,6.97,1801.36,4.39,1817.26
20992,4.72,1845.32,4.47,1856.53
21167,6.07,2097.13,5.07,2110.48
21465,4.46,1887.52,4.55,1899.02
21503,5.93,1981.95,4.78,1995.56
21604,6.62,2011.45,4.85,2026.05
21839,6.19,1887.94,4.57,1902.7
21879,5.56,2467.79,5.97,2483.2
21903,5.9,1842.93,4.47,1857.08
22192,5.56,1815.15,4.42,1827.57
22371,4.4,1847.7,4.46,1857.98
22396,6.31,1847.21,4.5,1861.2
22479,7.44,1971.56,4.76,1986.99
22589,5.99,1885.41,4.57,1900.23
22623,6.28,1935.37,4.98,1949.5
22705,6.56,1887.36,4.63,1901.66
22755,5.7,2006.79,5.02,2020.73
22892,4.79,1933.51,4.65,1945.3
22935,5.96,1928.87,4.66,1942.71
22969,5.47,1935.51,4.68,1948.61
23023,7.65,2089.3,5.04,2105.21
23034,5.6,1840.46,4.48,1854.58
23126,5.6,2101.08,5.08,2114.06
23230,6.08,1796.86,4.36,1812.94
23272,4.86,2012.62,4.88,2024.93
23359,6.38,1806.65,4.4,1819.52
23666,6.16,1799.73,4.4,1813.59
23751,6.07,1937.36,4.72,1951.13
23781,5.83,1806.62,4.39,1820.41
23899,5.42,2009.87,4.87,2022.85
23937,5.77,1935.66,4.67,1949.71
24021,5.51,2004.85,4.9,2017.48
24027,5.01,1892.83,4.68,1904.64
24144,6.06,1840.2,4.45,1855.95
24243,5.8,2019.88,5.23,2035.44
24567,6.54,1978.9,4.95,1994.83
24610,6.49,1962.87,4.76,1977.0
24919,5.61,1850.43,4.52,1864.03
25057,5.64,1840.8,4.46,1854.33
25096,5.05,2087.06,5.02,2099.58
25139,4.62,1864.57,4.47,1876.11
25181,5.74,2050.63,4.97,2064.23
25228,5.67,1933.57,4.7,1947.27
25386,6.17,2049.12,4.95,2063.93
25393,5.9,1812.29,4.39,1825.79
25394,6.19,1855.22,4.51,1868.89
25424,6.22,1885.46,4.55,1899.15
25560,5.93,1896.86,4.59,1909.99
25593,5.95,1812.15,4.39,1827.58
25603,5.87,1854.35,4.49,1868.82
25986,5.94,1891.42,4.57,1905.63
26204,5.65,1929.19,4.7,1943.34
26465,4.84,1804.29,4.34,1815.42
26564,5.47,2186.26,5.24,2199.55
26690,6.88,1843.0,4.46,1857.71
26926,5.99,1974.45,4.79,1988.24
26941,5.74,1804.75,4.39,1818.64
27186,5.56,1801.24,4.39,1813.43
27620,6.04,2143.81,5.28,2158.17
27696,5.86,2209.6,5.36,2224.99
27768,7.4,1894.16,4.64,1910.12
27932,4.25,2011.83,4.84,2022.61
27972,5.6,1977.34,4.76,1991.16
27982,4.7,1810.63,4.53,1821.77
28285,5.79,1802.11,4.42,1816.16
28449,5.67,2093.94,5.34,2108.15
28452,6.65,1807.87,4.35,1822.85
28809,5.52,1923.93,4.75,1937.1
28993,6.92,1850.39,4.78,1866.34
29187,6.41,2047.77,4.98,2063.77
29393,4.82,1943.13,4.74,1955.36
29397,5.9,2061.56,4.98,2076.34
29596,5.95,1800.91,4.37,1814.58
29640,5.57,2019.51,5.17,2033.76
29675,6.66,1884.61,4.56,1899.71
29984,6.1,1886.29,4.77,1900.92
30213,6.3,2218.19,5.28,2234.08
30494,6.19,2051.28,4.94,2066.61
30504,6.21,2060.17,4.96,2075.23
30675,5.21,1922.2,4.66,1935.71
30785,5.74,1845.75,4.59,1860.09
30828,5.82,2098.27,5.08,2112.57
31050,6.16,1882.43,4.56,1897.15
31093,5.47,1848.35,4.47,1861.33
31118,5.69,1842.72,4.45,1856.57
31217,5.42,1841.14,4.45,1854.38
31248,4.73,1813.28,4.6,1824.78
31269,6.39,1844.35,4.45,1859.14
31296,5.42,2264.84,5.56,2279.39
31322,5.71,1802.67,4.37,1817.05
31620,6.04,1879.23,4.58,1893.19
31735,5.96,2097.54,5.07,2112.15
31749,8.18,1926.63,4.66,1944.96
31817,5.44,1887.77,4.56,1901.11
32038,5.03,1931.94,4.67,1943.61
32081,5.08,1921.38,4.65,1933.86
32285,5.87,2055.91,4.98,2069.38
32334,6.5,2048.64,4.94,2063.68
32570,5.45,1806.7,4.41,1820.06
32610,5.87,1890.88,4.56,1905.3
32735,5.69,2497.19,6.07,2511.81
32811,5.14,2063.47,5.0,2075.83
32817,6.38,2128.08,5.1,2143.03
32861,5.96,1976.88,4.78,1990.69
32887,6.69,2046.03,4.97,2061.67
32901,6.81,1961.31,4.79,1977.0
32941,6.21,1815.87,4.37,1830.23
33005,5.67,1837.4,4.43,1850.96
33104,5.21,2023.56,4.87,2036.64
33109,6.03,1843.7,4.45,1858.05
33114,5.73,1970.79,4.79,1984.67
33221,4.82,2184.39,5.28,2196.65
33368,6.13,1845.47,4.45,1858.45
33638,6.14,2023.86,4.95,2037.96
33707,7.13,1803.53,4.49,1819.37
33759,6.22,1881.38,4.6,1897.22
33854,5.48,1929.8,4.67,1943.4
34071,5.69,2006.07,4.84,2018.84
34139,5.74,1849.93,4.49,1863.35
34205,5.78,1811.71,4.4,1824.88
34257,4.5,2126.95,5.12,2139.08
34417,4.74,1811.14,4.4,1822.64
34452,6.05,1846.37,4.46,1861.08
34760,5.92,1964.98,4.79,1978.72
34873,5.84,2148.38,5.17,2162.12
35062,6.16,2085.39,5.04,2099.39
35197,5.86,2306.92,5.56,2320.99
35279,6.0,1847.22,4.44,1861.74
35326,5.86,1928.82,4.66,1942.56
35682,6.36,1894.86,4.58,1909.47
35770,6.34,1929.47,4.64,1943.33
35963,6.13,2025.56,4.88,2041.34
36494,5.91,2054.01,4.94,2067.99
36539,6.33,1814.11,4.53,1827.91
36660,4.78,2017.0,4.85,2029.1
36678,5.21,2088.34,5.04,2101.71
36844,5.73,2147.65,5.18,2161.53
36861,6.29,1842.34,4.46,1856.38
36936,5.46,1932.28,4.67,1946.02
37670,6.1,1809.37,4.36,1822.86
37689,5.65,2165.41,5.21,2179.57
37740,5.7,1810.98,4.56,1824.26
37751,6.42,1966.63,4.76,1982.01
37777,4.02,2141.92,5.22,2152.56
37988,6.1,1814.39,4.36,1827.58
38048,4.9,1803.96,4.35,1814.8
38070,4.69,2023.98,4.89,2035.5
38118,5.73,1848.93,4.45,1861.72
38210,5.93,2139.47,5.14,2153.67
38576,5.97,1981.77,4.81,1995.17
38678,6.52,2043.57,4.94,2058.96
38825,5.32,1942.4,4.82,1956.43
38829,5.93,2290.11,5.54,2305.41
39405,5.81,1887.69,4.79,1901.42
39477,6.14,2097.32,5.05,2112.2
39480,5.56,1803.33,4.35,1815.79
39484,5.55,2189.98,5.27,2203.6
39551,5.75,1839.86,4.43,1853.28
39670,7.57,2295.32,5.64,2314.37
39769,6.35,2013.34,4.85,2028.39
39785,4.95,1883.34,4.56,1895.37
39914,6.29,2021.41,4.87,2035.89
39951,5.96,1840.15,4.47,1853.25
39956,5.5,1927.47,4.76,1940.39
40036,5.72,1889.0,4.58,1903.25
40083,4.74,2044.93,4.96,2056.65
40471,5.88,1935.96,4.84,1950.18
40757,6.28,1880.53,4.58,1894.49
41488,5.05,2133.29,5.16,2145.6
41633,5.65,1806.49,4.39,1819.86
41635,5.95,1880.1,4.53,1893.86
41872,5.45,2060.12,5.03,2073.25
41888,6.72,2133.61,5.14,2150.27
41990,5.87,1968.08,4.8,1982.02
42070,6.58,1932.8,4.65,1948.16
42102,5.25,2040.01,4.95,2052.37
42178,5.78,1849.89,4.56,1864.89
42276,5.79,1924.89,4.66,1938.3
42296,5.55,2007.5,5.01,2021.63
42528,6.53,1856.54,4.45,1870.65
42563,7.76,2002.19,4.84,2018.98
42628,5.45,1933.62,4.68,1947.0
42888,4.85,1966.79,4.75,1979.6
42889,4.86,2049.8,4.92,2061.86
43314,4.9,1902.42,4.68,1914.38
43435,7.44,1801.52,4.36,1818.28
43581,5.42,1938.49,4.76,1951.17
43737,6.4,2137.61,5.14,2152.15
43816,5.57,1883.64,4.62,1896.78
44068,6.09,2270.24,5.52,2284.59
44195,5.42,1966.22,4.74,1979.01
44260,5.66,1940.36,4.68,1954.75
44279,5.69,1896.99,4.67,1910.58
44590,4.93,2011.66,4.83,2023.86
44652,5.47,1988.66,4.83,2001.15
44699,5.73,2004.47,4.86,2018.97
